5.170074701309204102e-01,7.234075665473937988e-01
5.457395911216735840e-01,6.519922018051147461e-01
5.303598046302795410e-01,6.698571443557739258e-01
5.184555649757385254e-01,5.679063796997070312e-01
5.481838583946228027e-01,6.296076774597167969e-01
5.451171994209289551e-01,5.954909920692443848e-01
5.308557748794555664e-01,5.049264430999755859e-01
3.461000919342041016e-01,4.761001467704772949e-01
5.269166827201843262e-01,4.430859684944152832e-01
5.282462835311889648e-01,4.128127098083496094e-01
5.248539447784423828e-01,2.871629595756530762e-01
5.167573690414428711e-01,7.313229441642761230e-01
5.153740048408508301e-01,7.391313910484313965e-01
5.135035514831542969e-01,7.439373135566711426e-01
5.144723653793334961e-01,7.602884173393249512e-01
5.152591466903686523e-01,7.705858945846557617e-01
5.152380466461181641e-01,7.829376459121704102e-01
5.141746997833251953e-01,7.955402135848999023e-01
5.105315446853637695e-01,8.126386404037475586e-01
5.409768819808959961e-01,6.617760658264160156e-01
5.101512074470520020e-01,6.596635580062866211e-01
2.259956449270248413e-01,3.695658743381500244e-01
4.169234335422515869e-01,4.987728297710418701e-01
3.920159041881561279e-01,5.012004971504211426e-01
3.669367432594299316e-01,5.007430315017700195e-01
3.334990441799163818e-01,4.839862585067749023e-01
4.380987286567687988e-01,4.940362572669982910e-01
3.765463232994079590e-01,4.339933991432189941e-01
4.057497084140777588e-01,4.366730749607086182e-01
3.500708639621734619e-01,4.376256465911865234e-01
3.333110809326171875e-01,4.457319378852844238e-01
3.088107705116271973e-01,5.002691745758056641e-01
4.118567109107971191e-01,8.430086374282836914e-01
3.359563946723937988e-01,4.678196609020233154e-01
2.149305343627929688e-01,4.756743311882019043e-01
2.741560935974121094e-01,4.797051250934600830e-01
3.987690806388854980e-01,6.144210100173950195e-01
4.890680313110351562e-01,7.187514305114746094e-01
4.900004565715789795e-01,7.384420633316040039e-01
4.601266384124755859e-01,7.270590066909790039e-01
4.402897059917449951e-01,7.350744605064392090e-01
4.671185910701751709e-01,7.398515343666076660e-01
4.488869309425354004e-01,7.423547506332397461e-01
3.993793427944183350e-01,7.704331278800964355e-01
5.251917243003845215e-01,6.514375805854797363e-01
5.235801935195922852e-01,6.299538016319274902e-01
2.921139895915985107e-01,4.250877499580383301e-01
4.456837475299835205e-01,5.491968393325805664e-01
4.518866240978240967e-01,6.371685862541198730e-01
4.480377137660980225e-01,6.221073865890502930e-01
3.224082589149475098e-01,6.080015897750854492e-01
5.216819047927856445e-01,5.975611805915832520e-01
3.552036285400390625e-01,4.081684350967407227e-01
3.184804320335388184e-01,4.122372269630432129e-01
2.605578303337097168e-01,3.340969681739807129e-01
4.711999893188476562e-01,4.369403123855590820e-01
4.310966134071350098e-01,4.465400874614715576e-01
3.846305608749389648e-01,7.497437000274658203e-01
2.185120284557342529e-01,6.896255016326904297e-01
4.683507680892944336e-01,6.507334113121032715e-01
4.886858761310577393e-01,6.586816310882568359e-01
4.157630503177642822e-01,7.481782436370849609e-01
4.216228723526000977e-01,7.483408451080322266e-01
3.022575378417968750e-01,3.944847881793975830e-01
4.476851224899291992e-01,6.457459330558776855e-01
4.053491353988647461e-01,4.150673747062683105e-01
4.003698527812957764e-01,3.958764970302581787e-01
3.795202076435089111e-01,2.929434776306152344e-01
2.890282273292541504e-01,3.684537410736083984e-01
3.999014496803283691e-01,3.467785716056823730e-01
2.740422487258911133e-01,4.112249016761779785e-01
2.546110153198242188e-01,3.956037163734436035e-01
4.894134700298309326e-01,7.296803593635559082e-01
4.637291431427001953e-01,7.339550256729125977e-01
4.446332752704620361e-01,7.388727664947509766e-01
4.731954336166381836e-01,6.549911499023437500e-01
4.187566936016082764e-01,7.482692599296569824e-01
4.295878410339355469e-01,7.560063600540161133e-01
4.246190488338470459e-01,7.484580278396606445e-01
4.875854551792144775e-01,6.461645364761352539e-01
4.519560337066650391e-01,7.447234392166137695e-01
4.696851968765258789e-01,7.433776259422302246e-01
4.905896186828613281e-01,7.433087825775146484e-01
4.785766005516052246e-01,8.116595149040222168e-01
4.845325648784637451e-01,7.936958074569702148e-01
4.868926107883453369e-01,7.811152338981628418e-01
4.889833629131317139e-01,7.685928940773010254e-01
4.907822906970977783e-01,7.590286731719970703e-01
4.519116282463073730e-01,7.541295289993286133e-01
4.477895498275756836e-01,7.582511901855468750e-01
4.427448213100433350e-01,7.643280029296875000e-01
4.383767247200012207e-01,7.711130976676940918e-01
4.223662912845611572e-01,7.093649506568908691e-01
1.918167769908905029e-01,5.656225085258483887e-01
5.360153317451477051e-01,6.658674478530883789e-01
4.388494789600372314e-01,7.516936063766479492e-01
4.344659447669982910e-01,7.534963488578796387e-01
4.976139962673187256e-01,6.684283018112182617e-01
4.536626636981964111e-01,6.592229604721069336e-01
4.933471679687500000e-01,6.637226343154907227e-01
4.206424355506896973e-01,5.622478723526000977e-01
3.820486962795257568e-01,5.803830623626708984e-01
4.416922926902770996e-01,6.312265396118164062e-01
3.100764155387878418e-01,3.077867329120635986e-01
3.359330296516418457e-01,3.510717451572418213e-01
3.448751270771026611e-01,3.881414532661437988e-01
4.207112789154052734e-01,7.869358658790588379e-01
4.632566273212432861e-01,4.071511924266815186e-01
4.615037441253662109e-01,3.480504155158996582e-01
4.487482905387878418e-01,2.869547903537750244e-01
3.456603288650512695e-01,4.948360323905944824e-01
2.778194248676300049e-01,5.168856978416442871e-01
4.516739547252655029e-01,4.895979464054107666e-01
3.056451082229614258e-01,4.533687829971313477e-01
4.647500514984130859e-01,5.356307029724121094e-01
4.722761511802673340e-01,6.315248608589172363e-01
2.455874979496002197e-01,5.331303477287292480e-01
2.998304069042205811e-01,5.384593009948730469e-01
3.361796140670776367e-01,5.512797832489013672e-01
3.865132629871368408e-01,5.477324128150939941e-01
4.217237532138824463e-01,5.370651483535766602e-01
4.473250508308410645e-01,5.269641280174255371e-01
5.060968399047851562e-01,5.096179842948913574e-01
2.516864836215972900e-01,5.865930318832397461e-01
2.812047600746154785e-01,4.489501118659973145e-01
5.281285643577575684e-01,6.614328622817993164e-01
4.500218927860260010e-01,5.771669745445251465e-01
1.921817958354949951e-01,4.607917666435241699e-01
4.675000607967376709e-01,5.166667103767395020e-01
4.361554086208343506e-01,6.295768022537231445e-01
3.228402137756347656e-01,4.682031869888305664e-01
4.680660068988800049e-01,6.132722496986389160e-01
2.001257240772247314e-01,6.248070001602172852e-01
4.503217637538909912e-01,4.806484580039978027e-01
4.950624406337738037e-01,6.032721400260925293e-01
2.944779396057128906e-01,7.747602462768554688e-01
2.817915678024291992e-01,7.921441197395324707e-01
2.123577445745468140e-01,5.777500867843627930e-01
2.617126703262329102e-01,7.341494560241699219e-01
2.330299466848373413e-01,4.310973286628723145e-01
4.015168547630310059e-01,8.654998540878295898e-01
